uid,image,was_refined,gcrf_iterations,draft_ppv,final_ppv,draft_npv,final_npv,draft_sensitivity,final_sensitivity,draft_specificity,final_specificity,draft_f1_clinical,final_f1_clinical,draft_chair_i,final_chair_i,draft_chair_s,final_chair_s,draft_truthful_rate,final_truthful_rate,draft_halluc_rate,final_halluc_rate,draft_fabrication,final_fabrication,draft_danger_phrases,final_danger_phrases,draft_contradiction_count,final_contradiction_count,draft_monotone_score,final_monotone_score,draft_is_monotone,final_is_monotone,draft_report_length_words,final_report_length_words,draft_cx_f1,final_cx_f1,draft_cx_hallucination_pct,final_cx_hallucination_pct,final_cx_n_hallucinated,final_cx_n_missed,final_cx_hallucinated_conditions,final_cx_missed_conditions,draft_hallucination_score,hallucination_score,delta_hallucination_score,hallucination_class,final_monotone_score.1,final_npv_h,final_ppv_h,final_sensitivity_h,final_specificity_h,final_chair_i_h,final_chair_s_h,final_truthful_rate_h,final_monotone_score_h,final_is_monotone_h,new_score,new_class,old_score,version
1208,1208_IM-0141-1001.dcm.png,False,1,0.5,0.5,0.9091,0.9091,0.6667,0.6667,0.8333,0.8333,0.5714,0.5714,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0,0,0.2222,0.2222,0,0,18,18,0.4,0.4,0.0,0.0,0,3,,Lung Opacity; Pleural Effusion; Support Devices,35.0,35.0,0.0,Moderate,0.2222,0.9091,0.5,0.6667,0.8333,0.5,0.5,0.5,0.2222,0,30.92,Moderate,35.0,v2+GCRF
1208,1208_IM-0141-1001.dcm.png,False,1,0.5,0.5,0.9091,0.9091,0.6667,0.6667,0.8333,0.8333,0.5714,0.5714,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0,0,0.2222,0.2222,0,0,18,18,0.4,0.4,0.0,0.0,0,3,,Lung Opacity; Pleural Effusion; Support Devices,35.0,35.0,0.0,Moderate,0.2222,0.9091,0.5,0.6667,0.8333,0.5,0.5,0.5,0.2222,0,30.92,Moderate,35.0,v2+GCRF
1208,1208_IM-0141-1001.dcm.png,False,1,0.5,0.5,0.9091,0.9091,0.6667,0.6667,0.8333,0.8333,0.5714,0.5714,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0,0,0.2222,0.2222,0,0,18,18,0.4,0.4,0.0,0.0,0,3,,Lung Opacity; Pleural Effusion; Support Devices,35.0,35.0,0.0,Moderate,0.2222,0.9091,0.5,0.6667,0.8333,0.5,0.5,0.5,0.2222,0,30.92,Moderate,35.0,v2+GCRF
1208,1208_IM-0141-1001.dcm.png,False,1,0.5,0.5,0.9091,0.9091,0.6667,0.6667,0.8333,0.8333,0.5714,0.5714,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0,0,0.2222,0.2222,0,0,18,18,0.4,0.4,0.0,0.0,0,3,,Lung Opacity; Pleural Effusion; Support Devices,35.0,35.0,0.0,Moderate,0.2222,0.9091,0.5,0.6667,0.8333,0.5,0.5,0.5,0.2222,0,30.92,Moderate,35.0,v2+GCRF
1208,1208_IM-0141-1001.dcm.png,False,1,0.5,0.5,0.9091,0.9091,0.6667,0.6667,0.8333,0.8333,0.5714,0.5714,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0,0,0.2222,0.2222,0,0,18,18,0.4,0.4,0.0,0.0,0,3,,Lung Opacity; Pleural Effusion; Support Devices,35.0,35.0,0.0,Moderate,0.2222,0.9091,0.5,0.6667,0.8333,0.5,0.5,0.5,0.2222,0,30.92,Moderate,35.0,v2+GCRF
1208,1208_IM-0141-1001.dcm.png,False,1,0.5,0.5,0.9091,0.9091,0.6667,0.6667,0.8333,0.8333,0.5714,0.5714,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0,0,0.2222,0.2222,0,0,18,18,0.4,0.4,0.0,0.0,0,3,,Lung Opacity; Pleural Effusion; Support Devices,35.0,35.0,0.0,Moderate,0.2222,0.9091,0.5,0.6667,0.8333,0.5,0.5,0.5,0.2222,0,30.92,Moderate,35.0,v2+GCRF
1208,1208_IM-0141-1001.dcm.png,False,1,0.5,0.5,0.9091,0.9091,0.6667,0.6667,0.8333,0.8333,0.5714,0.5714,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0,0,0.2222,0.2222,0,0,18,18,0.4,0.4,0.0,0.0,0,3,,Lung Opacity; Pleural Effusion; Support Devices,35.0,35.0,0.0,Moderate,0.2222,0.9091,0.5,0.6667,0.8333,0.5,0.5,0.5,0.2222,0,30.92,Moderate,35.0,v2+GCRF
1208,1208_IM-0141-1001.dcm.png,False,1,0.5,0.5,0.9091,0.9091,0.6667,0.6667,0.8333,0.8333,0.5714,0.5714,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0,0,0.2222,0.2222,0,0,18,18,0.4,0.4,0.0,0.0,0,3,,Lung Opacity; Pleural Effusion; Support Devices,35.0,35.0,0.0,Moderate,0.2222,0.9091,0.5,0.6667,0.8333,0.5,0.5,0.5,0.2222,0,30.92,Moderate,35.0,v2+GCRF
1208,1208_IM-0141-1001.dcm.png,False,1,0.5,0.5,0.9091,0.9091,0.6667,0.6667,0.8333,0.8333,0.5714,0.5714,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0,0,0.2222,0.2222,0,0,18,18,0.4,0.4,0.0,0.0,0,3,,Lung Opacity; Pleural Effusion; Support Devices,35.0,35.0,0.0,Moderate,0.2222,0.9091,0.5,0.6667,0.8333,0.5,0.5,0.5,0.2222,0,30.92,Moderate,35.0,v2+GCRF
1208,1208_IM-0141-1001.dcm.png,False,1,0.5,0.5,0.9091,0.9091,0.6667,0.6667,0.8333,0.8333,0.5714,0.5714,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0,0,0.2222,0.2222,0,0,18,18,0.4,0.4,0.0,0.0,0,3,,Lung Opacity; Pleural Effusion; Support Devices,35.0,35.0,0.0,Moderate,0.2222,0.9091,0.5,0.6667,0.8333,0.5,0.5,0.5,0.2222,0,30.92,Moderate,35.0,v2+GCRF
1208,1208_IM-0141-1001.dcm.png,False,1,0.5,0.5,0.9091,0.9091,0.6667,0.6667,0.8333,0.8333,0.5714,0.5714,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0,0,0.2222,0.2222,0,0,18,18,0.4,0.4,0.0,0.0,0,3,,Lung Opacity; Pleural Effusion; Support Devices,35.0,35.0,0.0,Moderate,0.2222,0.9091,0.5,0.6667,0.8333,0.5,0.5,0.5,0.2222,0,30.92,Moderate,35.0,v2+GCRF
1208,1208_IM-0141-1001.dcm.png,False,1,0.5,0.5,0.9091,0.9091,0.6667,0.6667,0.8333,0.8333,0.5714,0.5714,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0,0,0.2222,0.2222,0,0,18,18,0.4,0.4,0.0,0.0,0,3,,Lung Opacity; Pleural Effusion; Support Devices,35.0,35.0,0.0,Moderate,0.2222,0.9091,0.5,0.6667,0.8333,0.5,0.5,0.5,0.2222,0,30.92,Moderate,35.0,v2+GCRF
1208,1208_IM-0141-1001.dcm.png,False,1,0.5,0.5,0.9091,0.9091,0.6667,0.6667,0.8333,0.8333,0.5714,0.5714,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0,0,0.2222,0.2222,0,0,18,18,0.4,0.4,0.0,0.0,0,3,,Lung Opacity; Pleural Effusion; Support Devices,35.0,35.0,0.0,Moderate,0.2222,0.9091,0.5,0.6667,0.8333,0.5,0.5,0.5,0.2222,0,30.92,Moderate,35.0,v2+GCRF
1208,1208_IM-0141-1001.dcm.png,False,1,0.5,0.5,0.9091,0.9091,0.6667,0.6667,0.8333,0.8333,0.5714,0.5714,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0,0,0.2222,0.2222,0,0,18,18,0.4,0.4,0.0,0.0,0,3,,Lung Opacity; Pleural Effusion; Support Devices,35.0,35.0,0.0,Moderate,0.2222,0.9091,0.5,0.6667,0.8333,0.5,0.5,0.5,0.2222,0,30.92,Moderate,35.0,v2+GCRF
1208,1208_IM-0141-1001.dcm.png,False,1,0.5,0.5,0.9091,0.9091,0.6667,0.6667,0.8333,0.8333,0.5714,0.5714,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0,0,0.2222,0.2222,0,0,18,18,0.4,0.4,0.0,0.0,0,3,,Lung Opacity; Pleural Effusion; Support Devices,35.0,35.0,0.0,Moderate,0.2222,0.9091,0.5,0.6667,0.8333,0.5,0.5,0.5,0.2222,0,30.92,Moderate,35.0,v2+GCRF
1208,1208_IM-0141-1001.dcm.png,False,1,0.5,0.5,0.9091,0.9091,0.6667,0.6667,0.8333,0.8333,0.5714,0.5714,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0,0,0.2222,0.2222,0,0,18,18,0.4,0.4,0.0,0.0,0,3,,Lung Opacity; Pleural Effusion; Support Devices,35.0,35.0,0.0,Moderate,0.2222,0.9091,0.5,0.6667,0.8333,0.5,0.5,0.5,0.2222,0,30.92,Moderate,35.0,v2+GCRF
1208,1208_IM-0141-3001.dcm.png,False,1,0.5,0.5,0.9091,0.9091,0.6667,0.6667,0.8333,0.8333,0.5714,0.5714,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0,0,0.2222,0.2222,0,0,18,18,0.4,0.4,0.0,0.0,0,3,,Lung Opacity; Pleural Effusion; Support Devices,35.0,35.0,0.0,Moderate,0.2222,0.9091,0.5,0.6667,0.8333,0.5,0.5,0.5,0.2222,0,30.92,Moderate,35.0,v2+GCRF
1208,1208_IM-0141-3001.dcm.png,False,1,0.5,0.5,0.9091,0.9091,0.6667,0.6667,0.8333,0.8333,0.5714,0.5714,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0,0,0.2222,0.2222,0,0,18,18,0.4,0.4,0.0,0.0,0,3,,Lung Opacity; Pleural Effusion; Support Devices,35.0,35.0,0.0,Moderate,0.2222,0.9091,0.5,0.6667,0.8333,0.5,0.5,0.5,0.2222,0,30.92,Moderate,35.0,v2+GCRF
1208,1208_IM-0141-3001.dcm.png,False,1,0.5,0.5,0.9091,0.9091,0.6667,0.6667,0.8333,0.8333,0.5714,0.5714,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0,0,0.2222,0.2222,0,0,18,18,0.4,0.4,0.0,0.0,0,3,,Lung Opacity; Pleural Effusion; Support Devices,35.0,35.0,0.0,Moderate,0.2222,0.9091,0.5,0.6667,0.8333,0.5,0.5,0.5,0.2222,0,30.92,Moderate,35.0,v2+GCRF
1208,1208_IM-0141-3001.dcm.png,False,1,0.5,0.5,0.9091,0.9091,0.6667,0.6667,0.8333,0.8333,0.5714,0.5714,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0,0,0.2222,0.2222,0,0,18,18,0.4,0.4,0.0,0.0,0,3,,Lung Opacity; Pleural Effusion; Support Devices,35.0,35.0,0.0,Moderate,0.2222,0.9091,0.5,0.6667,0.8333,0.5,0.5,0.5,0.2222,0,30.92,Moderate,35.0,v2+GCRF
1208,1208_IM-0141-3001.dcm.png,False,1,0.5,0.5,0.9091,0.9091,0.6667,0.6667,0.8333,0.8333,0.5714,0.5714,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0,0,0.2222,0.2222,0,0,18,18,0.4,0.4,0.0,0.0,0,3,,Lung Opacity; Pleural Effusion; Support Devices,35.0,35.0,0.0,Moderate,0.2222,0.9091,0.5,0.6667,0.8333,0.5,0.5,0.5,0.2222,0,30.92,Moderate,35.0,v2+GCRF
1208,1208_IM-0141-3001.dcm.png,False,1,0.5,0.5,0.9091,0.9091,0.6667,0.6667,0.8333,0.8333,0.5714,0.5714,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0,0,0.2222,0.2222,0,0,18,18,0.4,0.4,0.0,0.0,0,3,,Lung Opacity; Pleural Effusion; Support Devices,35.0,35.0,0.0,Moderate,0.2222,0.9091,0.5,0.6667,0.8333,0.5,0.5,0.5,0.2222,0,30.92,Moderate,35.0,v2+GCRF
1208,1208_IM-0141-3001.dcm.png,False,1,0.5,0.5,0.9091,0.9091,0.6667,0.6667,0.8333,0.8333,0.5714,0.5714,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0,0,0.2222,0.2222,0,0,18,18,0.4,0.4,0.0,0.0,0,3,,Lung Opacity; Pleural Effusion; Support Devices,35.0,35.0,0.0,Moderate,0.2222,0.9091,0.5,0.6667,0.8333,0.5,0.5,0.5,0.2222,0,30.92,Moderate,35.0,v2+GCRF
1208,1208_IM-0141-3001.dcm.png,False,1,0.5,0.5,0.9091,0.9091,0.6667,0.6667,0.8333,0.8333,0.5714,0.5714,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0,0,0.2222,0.2222,0,0,18,18,0.4,0.4,0.0,0.0,0,3,,Lung Opacity; Pleural Effusion; Support Devices,35.0,35.0,0.0,Moderate,0.2222,0.9091,0.5,0.6667,0.8333,0.5,0.5,0.5,0.2222,0,30.92,Moderate,35.0,v2+GCRF
1208,1208_IM-0141-3001.dcm.png,False,1,0.5,0.5,0.9091,0.9091,0.6667,0.6667,0.8333,0.8333,0.5714,0.5714,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0,0,0.2222,0.2222,0,0,18,18,0.4,0.4,0.0,0.0,0,3,,Lung Opacity; Pleural Effusion; Support Devices,35.0,35.0,0.0,Moderate,0.2222,0.9091,0.5,0.6667,0.8333,0.5,0.5,0.5,0.2222,0,30.92,Moderate,35.0,v2+GCRF
1208,1208_IM-0141-3001.dcm.png,False,1,0.5,0.5,0.9091,0.9091,0.6667,0.6667,0.8333,0.8333,0.5714,0.5714,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0,0,0.2222,0.2222,0,0,18,18,0.4,0.4,0.0,0.0,0,3,,Lung Opacity; Pleural Effusion; Support Devices,35.0,35.0,0.0,Moderate,0.2222,0.9091,0.5,0.6667,0.8333,0.5,0.5,0.5,0.2222,0,30.92,Moderate,35.0,v2+GCRF
1208,1208_IM-0141-3001.dcm.png,False,1,0.5,0.5,0.9091,0.9091,0.6667,0.6667,0.8333,0.8333,0.5714,0.5714,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0,0,0.2222,0.2222,0,0,18,18,0.4,0.4,0.0,0.0,0,3,,Lung Opacity; Pleural Effusion; Support Devices,35.0,35.0,0.0,Moderate,0.2222,0.9091,0.5,0.6667,0.8333,0.5,0.5,0.5,0.2222,0,30.92,Moderate,35.0,v2+GCRF
1208,1208_IM-0141-3001.dcm.png,False,1,0.5,0.5,0.9091,0.9091,0.6667,0.6667,0.8333,0.8333,0.5714,0.5714,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0,0,0.2222,0.2222,0,0,18,18,0.4,0.4,0.0,0.0,0,3,,Lung Opacity; Pleural Effusion; Support Devices,35.0,35.0,0.0,Moderate,0.2222,0.9091,0.5,0.6667,0.8333,0.5,0.5,0.5,0.2222,0,30.92,Moderate,35.0,v2+GCRF
1208,1208_IM-0141-3001.dcm.png,False,1,0.5,0.5,0.9091,0.9091,0.6667,0.6667,0.8333,0.8333,0.5714,0.5714,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0,0,0.2222,0.2222,0,0,18,18,0.4,0.4,0.0,0.0,0,3,,Lung Opacity; Pleural Effusion; Support Devices,35.0,35.0,0.0,Moderate,0.2222,0.9091,0.5,0.6667,0.8333,0.5,0.5,0.5,0.2222,0,30.92,Moderate,35.0,v2+GCRF
1208,1208_IM-0141-3001.dcm.png,False,1,0.5,0.5,0.9091,0.9091,0.6667,0.6667,0.8333,0.8333,0.5714,0.5714,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0,0,0.2222,0.2222,0,0,18,18,0.4,0.4,0.0,0.0,0,3,,Lung Opacity; Pleural Effusion; Support Devices,35.0,35.0,0.0,Moderate,0.2222,0.9091,0.5,0.6667,0.8333,0.5,0.5,0.5,0.2222,0,30.92,Moderate,35.0,v2+GCRF
1208,1208_IM-0141-3001.dcm.png,False,1,0.5,0.5,0.9091,0.9091,0.6667,0.6667,0.8333,0.8333,0.5714,0.5714,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0,0,0.2222,0.2222,0,0,18,18,0.4,0.4,0.0,0.0,0,3,,Lung Opacity; Pleural Effusion; Support Devices,35.0,35.0,0.0,Moderate,0.2222,0.9091,0.5,0.6667,0.8333,0.5,0.5,0.5,0.2222,0,30.92,Moderate,35.0,v2+GCRF
1208,1208_IM-0141-3001.dcm.png,False,1,0.5,0.5,0.9091,0.9091,0.6667,0.6667,0.8333,0.8333,0.5714,0.5714,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0,0,0.2222,0.2222,0,0,18,18,0.4,0.4,0.0,0.0,0,3,,Lung Opacity; Pleural Effusion; Support Devices,35.0,35.0,0.0,Moderate,0.2222,0.9091,0.5,0.6667,0.8333,0.5,0.5,0.5,0.2222,0,30.92,Moderate,35.0,v2+GCRF
1213,1213_IM-0144-1001.dcm.png,False,1,0.25,0.25,0.9091,0.9091,0.5,0.5,0.7692,0.7692,0.3333,0.3333,0.75,0.75,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0,0,0.2222,0.2222,0,0,18,18,0.0,0.0,0.0,0.0,0,3,,Consolidation; Pleural Effusion; Support Devices,43.75,43.75,0.0,Moderate,0.2222,0.9091,0.25,0.5,0.7692,0.75,0.5,0.5,0.2222,0,37.43,Moderate,43.75,v2+GCRF
1218,1218_IM-0146-1001.dcm.png,False,1,0.1429,0.1429,0.75,0.75,0.3333,0.3333,0.5,0.5,0.2,0.2,0.8571,0.8571,0.7143,0.7143,0.2857,0.2857,0.7143,0.7143,1,1,0,0,0,0,0.2222,0.2222,0,0,40,40,0.4,0.4,0.0,0.0,0,3,,Pleural Effusion; Support Devices; No Finding,55.0,55.0,0.0,High,0.2222,0.75,0.1429,0.3333,0.5,0.8571,0.7143,0.2857,0.2222,0,50.54,High,55.0,v2+GCRF
1229,1229_IM-0152-1001.dcm.png,False,1,0.6,0.6,1.0,1.0,1.0,1.0,0.8333,0.8333,0.75,0.75,0.4,0.4,0.3333,0.3333,0.6667,0.6667,0.3333,0.3333,1,1,0,0,0,0,0.3333,0.3333,1,1,41,41,0.0,0.0,0.0,0.0,0,0,,,25.67,25.67,0.0,Low,0.3333,1.0,0.6,1.0,0.8333,0.4,0.3333,0.6667,0.3333,1,23.6,Low,25.67,v2+GCRF
1231,1231_IM-0155-1001.dcm.png,False,1,0.4,0.4,0.9,0.9,0.6667,0.6667,0.75,0.75,0.5,0.5,0.6,0.6,0.4,0.4,0.6,0.6,0.4,0.4,1,1,0,0,0,0,0.2222,0.2222,0,0,26,26,0.0,0.0,50.0,50.0,1,2,Pneumothorax,Support Devices; No Finding,42.5,42.5,0.0,Moderate,0.2222,0.9,0.4,0.6667,0.75,0.6,0.4,0.6,0.2222,0,38.82,Moderate,42.5,v2+GCRF
1237,1237_IM-0159-1001.dcm.png,False,1,0.5,0.5,0.8182,0.8182,0.5,0.5,0.8182,0.8182,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0,0,0.2222,0.2222,0,0,18,18,0.3333,0.3333,0.0,0.0,0,4,,Lung Opacity; Lung Lesion; Pleural Effusion; No Finding,35.0,35.0,0.0,Moderate,0.2222,0.8182,0.5,0.5,0.8182,0.5,0.5,0.5,0.2222,0,32.4,Moderate,35.0,v2+GCRF
1240,1240_IM-0162-4001.dcm.png,False,1,0.2,0.2,0.8,0.8,0.3333,0.3333,0.6667,0.6667,0.25,0.25,0.8,0.8,0.75,0.75,0.25,0.25,0.75,0.75,1,1,0,0,0,0,0.1111,0.1111,0,0,27,27,0.4,0.4,0.0,0.0,0,3,,Consolidation; Support Devices; No Finding,54.25,54.25,0.0,High,0.1111,0.8,0.2,0.3333,0.6667,0.8,0.75,0.25,0.1111,0,46.98,Moderate,54.25,v2+GCRF
1249,1249_IM-0169-1001.dcm.png,False,1,0.5,0.5,0.8182,0.8182,0.5,0.5,0.8182,0.8182,0.5,0.5,0.5,0.5,0.4,0.4,0.6,0.6,0.4,0.4,1,1,0,0,0,0,0.2222,0.2222,0,0,33,33,0.5,0.5,0.0,0.0,0,2,,Pleural Effusion; No Finding,31.5,31.5,0.0,Moderate,0.2222,0.8182,0.5,0.5,0.8182,0.5,0.4,0.6,0.2222,0,29.6,Low,31.5,v2+GCRF
1250,1250_IM-0169-1001.dcm.png,False,1,0.5,0.5,0.8182,0.8182,0.5,0.5,0.8182,0.8182,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0,0,0.2222,0.2222,0,0,18,18,0.3333,0.3333,0.0,0.0,0,4,,Consolidation; Pleural Effusion; Support Devices; No Finding,35.0,35.0,0.0,Moderate,0.2222,0.8182,0.5,0.5,0.8182,0.5,0.5,0.5,0.2222,0,32.4,Moderate,35.0,v2+GCRF
1257,1257_IM-0174-1001.dcm.png,False,1,0.6,0.6,0.7,0.7,0.5,0.5,0.7778,0.7778,0.5455,0.5455,0.4,0.4,0.3333,0.3333,0.6667,0.6667,0.3333,0.3333,1,1,0,0,0,0,0.2222,0.2222,0,0,33,33,0.5,0.5,0.0,0.0,0,4,,Cardiomegaly; Lung Opacity; Atelectasis; Pleural Effusion,25.67,25.67,0.0,Low,0.2222,0.7,0.6,0.5,0.7778,0.4,0.3333,0.6667,0.2222,0,27.43,Low,25.67,v2+GCRF
1262,1262_IM-0178-0001.dcm.png,False,1,0.5,0.5,0.8889,0.8889,0.75,0.75,0.7273,0.7273,0.6,0.6,0.5,0.5,0.6,0.6,0.4,0.4,0.6,0.6,1,1,0,0,0,0,0.3333,0.3333,1,1,30,30,0.4,0.4,0.0,0.0,0,3,,Pleural Effusion; Support Devices; No Finding,38.5,38.5,0.0,Moderate,0.3333,0.8889,0.5,0.75,0.7273,0.5,0.6,0.4,0.3333,1,35.98,Moderate,38.5,v2+GCRF
1270,1270_IM-0181-1001.dcm.png,False,1,0.6,0.6,0.9,0.9,0.75,0.75,0.8182,0.8182,0.6667,0.6667,0.4,0.4,0.4,0.4,0.6,0.6,0.4,0.4,1,1,0,0,0,0,0.2222,0.2222,0,0,26,26,0.4,0.4,50.0,50.0,1,2,Consolidation,Pleural Effusion; No Finding,35.5,35.5,0.0,Moderate,0.2222,0.9,0.6,0.75,0.8182,0.4,0.4,0.6,0.2222,0,33.48,Moderate,35.5,v2+GCRF
1272,1272_IM-0183-1001.dcm.png,False,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0.2222,0.2222,0,0,26,26,1.0,1.0,0.0,0.0,0,0,,,0.0,0.0,0.0,Hallucination-Free,0.2222,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.2222,0,2.22,Hallucination-Free,0.0,v2+GCRF
1273,1273_IM-0183-1001.dcm.png,False,1,0.5,0.5,1.0,1.0,1.0,1.0,0.8462,0.8462,0.6667,0.6667,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0,0,0.2222,0.2222,0,0,18,18,1.0,1.0,0.0,0.0,0,0,,,35.0,35.0,0.0,Moderate,0.2222,1.0,0.5,1.0,0.8462,0.5,0.5,0.5,0.2222,0,29.45,Low,35.0,v2+GCRF
1278,1278_IM-0185-1001.dcm.png,False,1,0.4,0.4,1.0,1.0,1.0,1.0,0.7692,0.7692,0.5714,0.5714,0.6,0.6,0.25,0.25,0.75,0.75,0.25,0.25,1,1,0,0,0,0,0.2222,0.2222,0,0,18,18,1.0,1.0,0.0,0.0,0,0,,,29.75,29.75,0.0,Low,0.2222,1.0,0.4,1.0,0.7692,0.6,0.25,0.75,0.2222,0,25.47,Low,29.75,v2+GCRF
1283,1283_IM-0188-1001.dcm.png,False,1,0.6,0.6,0.7,0.7,0.5,0.5,0.7778,0.7778,0.5455,0.5455,0.4,0.4,0.4,0.4,0.6,0.6,0.4,0.4,1,1,0,0,0,0,0.2222,0.2222,0,0,26,26,0.4,0.4,0.0,0.0,0,3,,Lung Opacity; Pneumonia; No Finding,28.0,28.0,0.0,Low,0.2222,0.7,0.6,0.5,0.7778,0.4,0.4,0.6,0.2222,0,29.3,Low,28.0,v2+GCRF
1285,1285_IM-0188-0001.dcm.png,True,2,0.6,0.75,0.9,0.9091,0.75,0.75,0.8182,0.9091,0.6667,0.75,0.4,0.25,0.5,0.25,0.5,0.75,0.5,0.25,1,1,0,0,0,0,0.2222,0.2222,0,0,20,26,0.4,0.4,50.0,50.0,1,2,Pneumothorax,Consolidation; Support Devices,39.0,25.0,-14.0,Low,0.2222,0.9091,0.75,0.75,0.9091,0.25,0.25,0.75,0.2222,0,24.81,Low,25.0,v2+GCRF
1291,1291_IM-0190-1001.dcm.png,False,1,0.0,0.0,0.9091,0.9091,0.0,0.0,0.7143,0.7143,0.0,0.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0,0,0.2222,0.2222,0,0,18,18,0.0,0.0,0.0,0.0,0,1,,No Finding,52.5,52.5,0.0,High,0.2222,0.9091,0.0,0.0,0.7143,1.0,0.5,0.5,0.2222,0,43.87,Moderate,52.5,v2+GCRF
1294,1294_IM-0193-1001.dcm.png,True,2,0.6,0.4,1.0,0.9,1.0,0.6667,0.8333,0.75,0.75,0.5,0.4,0.6,0.5,0.6,0.5,0.4,0.5,0.6,1,1,0,0,0,0,0.2222,0.1111,0,0,20,34,1.0,0.6667,0.0,25.0,1,0,Pleural Effusion,,31.5,45.75,14.25,Moderate,0.1111,0.9,0.4,0.6667,0.75,0.6,0.6,0.4,0.1111,0,39.56,Moderate,45.75,v2+GCRF
1306,1306_IM-0200-2001.dcm.png,True,2,0.6,0.6667,0.9,0.8333,0.75,0.5,0.8182,0.9091,0.6667,0.5714,0.4,0.3333,0.5,0.25,0.5,0.75,0.5,0.25,1,1,0,0,0,0,0.2222,0.2222,0,0,20,26,0.4,0.5,50.0,0.0,0,2,,Pleural Effusion; No Finding,39.0,20.42,-18.58,Low,0.2222,0.8333,0.6667,0.5,0.9091,0.3333,0.25,0.75,0.2222,0,20.45,Low,20.42,v2+GCRF
1330,1330_IM-0213-1001.dcm.png,False,1,0.6,0.6,0.9,0.9,0.75,0.75,0.8182,0.8182,0.6667,0.6667,0.4,0.4,0.4,0.4,0.6,0.6,0.4,0.4,1,1,0,0,0,0,0.2222,0.2222,0,0,26,26,0.5,0.5,0.0,0.0,0,2,,Pleural Effusion; Support Devices,28.0,28.0,0.0,Low,0.2222,0.9,0.6,0.75,0.8182,0.4,0.4,0.6,0.2222,0,25.98,Low,28.0,v2+GCRF
